"Text";"Code"
"Selective IgG deficiency";"DD803"
"Selective IgM deficiency";"DD804"
"Immune deficiency with increased IgM";"DD805"
"Antibody deficiency with hyperimmunoglobulinemia";"DD806"
"Hypogammaglobulinaemia neonatorum transitoria";"DD807"
"Other immunodeficiency with predominantly antibody deficiency";"DD808"
"Kappa light chain deficiency";"DD808A"
"Immune deficiency with predominant antibody deficiency UNS";"DD809"
"Combined immunodeficiencies";"DD81"
"Severe combined immunodeficiency (SCID) with reticular dysgenesis";"DD810"
"Severe combined immunodeficiency (SCID) with low T and B cell counts";"DD811"
"Severe combined immunodeficiency (SCID) with low or normal B-cell count";"DD812"
"Adenosine deaminase (ADA) deficiency";"DD813"
"Nezelof syndrome";"DD814"
"Purine nucleoside phosphorylase (PNP) deficiency";"DD815"
"Histocompatibility complex deficiency, class I";"DD816"
"Histocompatibility complex deficiency, class II";"DD817"
"Other combined immunodeficiency";"DD818"
"Combined immunodeficiency UNS";"DD819"
"Severe Combined Immunodeficiency (SCID) UNS";"DD819A"
"Immune deficiency associated with other serious defects";"DD82"
"Wiskott-Aldrich syndrome";"DD820"
"DiGeorge syndrome";"DD821"
"Immune deficiency with short limbs";"DD822"
"Immune deficiency due to abnormal response to Epstein-Barr virus";"DD823"
"Sex-linked lymphoproliferative disorder";"DD823A"
"Hyperimmunoglobin E (IgE) syndrome";"DD824"
"Immune deficiency in other major specified defects";"DD828"
"Immune deficiency associated with major defect UNS";"DD829"
"Common variable immunodeficiencies";"DD83"
"Immune deficiency with predominantly abnormal B-cell number and function";"DD830"
"Immune deficiency with predominant T-cell disorder";"DD831"
"Immune deficiency with autoantibodies against B or T cells";"DD832"
"Other common variable immunodeficiency";"DD838"
"Common variable immunodeficiency UNS";"DD839"
"Other immune deficiencies";"DD84"
"Defect in lymphocyte function antigen-1";"DD840"
"Defect in the complement system";"DD841"
"Hereditary angioedema";"DD841A"
"C1 esterase inhibitor deficiency";"DD841B"
"Other immunodeficiency";"DD848"
"Immunodeficiency UNS";"DD849"
"Sarcoidosis";"DD86"
"Sarcoidosis of lungs";"DD860"
"Sarcoidosis of lymph nodes";"DD861"
"Sarcoidosis in both lungs and lymph nodes";"DD862"
"Sarcoidosis of the skin";"DD863"
"Lupus pernio";"DD863A"
"Sarcoidosis with other or multiple sites";"DD868"
"Febris uveoparotidea (Heerfordt)";"DD868A"
"Acute sarcoidosis UNS";"DD868G"
"Sarcoidosis UNS";"DD869"
"Other disorders of the immune system IKA";"DD89"
"Polyclonal hypergammaglobulinemia";"DD890"
"Polyclonal gammopathy UNS";"DD890A"
"Benign hypergammaglobulinemic purpura";"DD890B"
"Cryoglobulinemia";"DD891"
"Hypergammaglobulinemia UNS";"DD892"
"Other immune system disorder IKA";"DD898"
"Cytokine release syndrome (CRS)";"DD898A"
"Cytokine release syndrome (CRS), grade 1";"DD898A1"
"Cytokine release syndrome (CRS), grade 2";"DD898A2"
"Cytokine release syndrome (CRS), grade 3";"DD898A3"
"Cytokine release syndrome (CRS), grade 4";"DD8 98A4"
"Cytokine release syndrome (CRS), grade 5";"DD898A5"
"Disease of the immune system UNS";"DD899"
"Autoinflammatory disease UNS";"DD899A"
"Chapter IV: Endocrine, nutritional and metabolic diseases [DE00-DE90]";""
"Thyroid diseases [DE00-DE07]";""
"Congenital iodine deficiency syndrome";"DE00"
"Congenital iodine deficiency syndrome with neurological symptoms";"DE000"
"Congenital iodine deficiency syndrome with myxoedema";"DE001"
"Congenital iodine deficiency syndrome of mixed form";"DE002"
"Congenital iodine deficiency syndrome UNS";"DE009"
"Iodine deficiency-related thyroid disorders and related conditions";"DE01"
"Endemic diffuse goiter caused by iodine deficiency";"DE010"
"Endemic nodular goiter caused by iodine deficiency";"DE011"
"Endemic iodine deficiency goiter UNS";"DE012"
"Other goiter or related condition caused by iodine deficiency";"DE018"
"Compensated iodine deficiency myxedema";"DE02"
"Compensated iodine deficiency myxedema UNS";"DE029"
"Other hypothyroidism";"DE03"
"Congenital myxedema with diffuse goiter";"DE030"
"Congenital myxedema UNS";"DE030A"
"Congenital myxedema without goiter";"DE031"
"Aplasia of the thyroid gland with myxedema";"DE031A"
"Congenital hypoplasia of the thyroid gland";"DE031B"
"Congenital hypothyroidism UNS";"DE031C"
"Hypothyroidism caused by drug or other foreign agent";"DE032"
"Myxedema after infection";"DE033"
"Acquired thyroid atrophy";"DE034"
"Myxedematous coma";"DE035"
"Other hypothyroidism";"DE038"
"Hypothyroidism UNS";"DE039"
"Other atoxic goiter";"DE04"
"Atoxic diffuse goiter";"DE040"
"Atoxic goiter with solitary adenoma";"DE041"
"Atoxic multinodular goiter";"DE042"
"Cystic goiter UNS";"DE042A"
"Other atoxic goiter";"DE048"
"Atoxic recurrent goiter";"DE048A"
"Atoxic goiter UNS";"DE049"
"Thyrotoxicosis";"DE05"
"Thyrotoxicosis with diffuse goiter";"DE050"
"Thyrotoxicosis with toxic solitary adenoma";"DE051"
"Thyrotoxicosis with toxic multinodous goiter";"DE052"
"Toxic nodular goiter UNS";"DE052A"
"Thyrotoxicosis caused by ectopic thyroid tissue";"DE053"
"Thyrotoxicosis due to thyroid hormone overdose";"DE054"
"Thyrotoxic crisis";"DE055"
"Other form of thyrotoxicosis";"DE058"
"Hyperthyroidism due to overproduction of thyroid-stimulating hormone (TSH)";"DE058A"
"Toxic relapsing goiter";"DE058B"
"Thyrotoxicosis without goiter";"DE058C"
"Thyrotoxicosis UNS";"DE059"
"Thyrotoxic heart disease";"DE059A"
"Inflammation of the thyroid gland";"DE06"
"Acute thyroiditis";"DE060"
"Thyroid abscess";"DE060A"
"Thyroiditis suppurativa";"DE060B"
"Subacute thyroiditis";"DE061"
"Thyroiditis non suppurativa";"DE061C"
"Chronic thyroiditis with transient thyrotoxicosis";"DE062"
"Autoimmune thyroiditis";"DE063"
"Hashimoto's thyroiditis";"DE063A"
"Struma lymphomatosa";"DE063B"
"Drug-induced thyroiditis";"DE064"
"Other chronic inflammation of the thyroid gland";"DE065"
"Thyroiditis fibrosa";"DE065A"
"Thyroiditis lignosa";"DE065B"
"Riedel's goiter";"DE065C"
"Chronic thyroiditis UNS";"DE065D"
"Inflammation of the thyroid gland UNS";"DE069"
"Other thyroid diseases";"DE07"
"Increased secretion of calcitonin";"DE070"
"C-cell hyperplasia of the thyroid gland";"DE070A"
"Dyshormogenetic goiter";"DE071"
"Pendred's syndrome";"DE071A"
"Familial dyshormogenic goiter";"DE071B"
"Other thyroid disorder";"DE078"
"Thyroid hemorrhage";"DE078B"
"Thyroid infarction";"DE078C"
"Sick-euthyroid syndrome";"DE078D"
"Thyroid-binding globulin abnormality";"DE078E"
"Thyroid disorder UNS";"DE079"
"Diabetes [DE10-DE14]";""
"Type 1 diabetes";"DE10"
"Type 1 diabetes with coma";"DE100"
"Type 1 diabetes with ketoacidosis";"DE101"
"Type 1 diabetes with kidney complication";"DE102"
"Type 1 diabetes with eye complication";"DE103"
"Type 1 diabetes with neurological complication";"DE104"
"Type 1 diabetes with complications in the peripheral vascular system";"DE105"
"Type 1 diabetes with peripheral angiopathy";"DE105A"
"Type 1 diabetes with foot ulcers";"DE105B"
"Type 1 diabetes with gangrene";"DE105C"
"Type 1 diabetes with microangiopathy";"DE105D"
"Type 1 diabetes with other complication";"DE106"
"Type 1 diabetes with multiple complications";"DE107"
"Type 1 diabetes with complication UNS";"DE108"
"Type 1 diabetes without complications";"DE109"
"Type 1 diabetes UNS";"DE109A"
"Type 2 diabetes";"DE11"
"Type 2 diabetes with coma";"DE110"
"Type 2 diabetes with ketoacidosis";"DE111"
"Type 2 diabetes with kidney complications";"DE112"
"Type 2 diabetes with eye complications";"DE113"
"Type 2 diabetes with neurological complication";"DE114"
"Type 2 diabetes with complications in the peripheral vascular system";"DE115"
"Type 2 diabetes with peripheral angiopathy";"DE115A"
"Type 2 diabetes with foot ulcers";"DE115B"
"Type 2 diabetes with gangrene";"DE115C"
"Type 2 diabetes with microangiopathy";"DE115D"
"Type 2 diabetes with other complication";"DE116"
"Type 2 diabetes with multiple complications";"DE117"
"Type 2 diabetes with complication UNS";"DE118"
"Type 2 diabetes without complications";"DE119"
"Type 2 diabetes UNS";"DE119A"
"Diabetes caused by malnutrition";"DE12"
"Diabetes caused by malnutrition with coma";"DE120"
"Diabetes caused by malnutrition with ketoacidosis";"DE121"
"Diabetes caused by malnutrition with renal complication";"DE122"
"Diabetes caused by malnutrition with eye complications";"DE123"
"Diabetes caused by malnutrition with neurological complication";"DE124"
"Diabetes caused by malnutrition with complications in the peripheral vascular system";"DE125"
"Diabetes caused by malnutrition with peripheral angiopathy";"DE125A"
"Diabetes caused by malnutrition with foot ulcers";"DE125B"
"Diabetes caused by malnutrition with gangrene";"DE125C"
"Diabetes caused by malnutrition with microangiopathy";"DE125D"
"Diabetes caused by malnutrition with other complication";"DE126"
"Diabetes caused by malnutrition with multiple complications";"DE127"
"Diabetes caused by malnutrition with complication UNS";"DE128"
"Diabetes caused by malnutrition without complications";"DE129"
"Other forms of diabetes";"DE13"
"Other diabetes with coma";"DE130"
"Other diabetes with ketoacidosis";"DE131"
"Other diabetes with renal complication";"DE132"
"Other diabetes with eye complications";"DE133"
"Other diabetes with neurological complication";"DE134"
"Other diabetes with complications in the peripheral vascular system";"DE135"
"Other diabetes with peripheral angiopathy";"DE135A"
"Other diabetes with foot ulcers";"DE135B"
"Other diabetes with gangrene";"DE135C"
"Other diabetes with microangiopathy";"DE135D"
"Other diabetes with other complication";"DE136"
"Other diabetes with multiple complications";"DE137"
"Other diabetes with complication UNS";"DE138"
"Other diabetes without complications";"DE139"
"Unspecified diabetes";"DE14"
"Diabetes UNS with coma";"DE140"
"Diabetes UNS with ketoacidosis";"DE141"
"Diabetes UNS with renal complication";"DE142"
"Diabetes UNS with eye complication";"DE143"
"Diabetes UNS with neurological complication";"DE144"
"Diabetes UNS with complications in peripheral vascular system";"DE145"
"Diabetes UNS with peripheral angiopathy";"DE145A"
"Diabetes UNS with foot ulcers";"DE145B"
"Diabetes UNS with gangrene";"DE145C"
"Diabetes UNS with microangiopathy";"DE145D"
"Diabetes UNS with other complication";"DE146"
"Diabetes UNS with multiple complications";"DE147"
"Diabetes UNS with complication UNS";"DE148"
"Diabetes UNS without complications";"DE149"
"Other disorders of glucose regulation and pancreatic internal secretion [DE15-DE16]";""
"Non-diabetic hypoglycemic coma";"DE15"
"Hypoglycemic coma UNS";"DE159"
"Hypoglycemic coma due to hyperinsulism";"DE159B"
"Other disorders of pancreatic internal secretion";"DE16"
"Drug-induced hypoglycemia without coma";"DE160"
"Other form of hypoglycemia";"DE161"
"Pancreatic beta cell hyperplasia with hyperinsulinism";"DE161A"
"Encephalopathy after hypoglycemic coma";"DE161B"
"Functional hyperinsulinism";"DE161C"
"Hyperinsulinism UNS";"DE161D"
"Hypoglycemia UNS";"DE162"
"Increased glucagon secretion";"DE163"
"Pancreatic beta cell hyperplasia with glucagon overproduction";"DE163A"
"Abnormal gastrin secretion";"DE164"
"Hypergastrinemia";"DE164A"
"Zollinger-Ellison syndrome";"DE164B"
"Other disorders of pancreatic internal secretion";"DE168"
"Increased secretion of pancreatic polypeptide (PPP)";"DE168B"
"Increased secretion of pancreatic somatostatin (SS-14)";"DE168C"
"Increased secretion of pancreatic vasoactive intestinal polypeptide (VIP)";"DE168D"
"Increased secretion of pancreatic growth hormone releasing hormone (GHRH)";"DE168F"
"Disorder of pancreatic internal secretion UNS";"DE169"
"Hyperplasia of pancreatic endocrine cells UNS";"DE169A"
"Diseases of other endocrine glands [DE20-DE35]";""
"Hypoparathyroidism";"DE20"
"Idiopathic hypoparathyroidism";"DE200"
"Pseudohypoparathyroidism";"DE201"
"Other hypoparathyroidism";"DE208"
"Hypoparathyroidism UNS";"DE209"
"Hyperparathyroidism and other diseases of the parathyroid gland";"DE21"
"Primary hyperparathyroidism";"DE210"
"Parathyroid hyperplasia";"DE210A"
"Osteitis fibrosa cystica generalisata";"DE210B"
"Secondary hyperparathyroidism";"DE211"
"Other hyperparathyroidism";"DE212"
"Tertiary hyperparathyroidism";"DE212A"
"Hyperparathyroidism UNS";"DE213"
"Hyperparathyroidism Crisis";"DE213A"
"Other disease of parathyroid gland";"DE214"
"Parathyroid disease UNS";"DE215"
"Increased activity in the pituitary gland";"DE22"
"Pituitary gigantism or acromegaly";"DE220"
"Acromegaly";"DE220A"
"Pituitary giant cell growth";"DE220C"
"Hyperprolactinemia";"DE221"
"Increased secretion of antidiuretic hormone (ADH)";"DE222"
"Syndrome of inappropriate secretion of antidiuretic hormone (SIADH)";"DE222A"
"Other increased pituitary activity";"DE228"
"Pubertas praecox centralis";"DE228A"
"Increased pituitary activity UNS";"DE229"
"Reduced activity and other diseases of the pituitary gland";"DE23"
"Reduced hormone secretion from the pituitary gland";"DE230"
"Isolated decreased secretion of gonadotropin";"DE230A"
"Isolated hyposecretion of pituitary hormone UNS";"DE230B"
"Isolated decreased secretion of growth hormone";"DE230C"
"Kallmann's syndrome";"DE230D"
"Lorain-Levi's dwarfism";"DE230E"
"Necrosis of the pituitary gland after birth";"DE230F"
"Sheehan's syndrome";"DE230G"
"Simmonds syndrome";"DE230H"
"Pituitary cachexia";"DE230I"
"Drug-induced hypopituitarism";"DE231"
"Diabetes insipidus";"DE232"
"Hypothalamic dysfunction IKA";"DE233"
"Other disease of the pituitary gland";"DE236"
"Abscess of the pituitary gland";"DE236A"
"Adiposogenital dystrophy after intracranial lesion";"DE236B"
"Dystrophia adiposogenitalis";"DE236C"
"Apoplexy pituitary";"DE236E"
"Disease of the pituitary gland UNS";"DE237"
"Cushing's syndrome";"DE24"
"Pituitary Cushing's disease";"DE240"
"Nelson's syndrome";"DE241"
"Drug-induced Cushing's syndrome";"DE242"
"Ectopic ACTH syndrome";"DE243"
"Alcohol-induced pseudo-Cushing's syndrome";"DE244"
"Other form of Cushing's syndrome";"DE248"
"Cushing's syndrome UNS";"DE249"
"Adrenogenital diseases";"DE25"
"Congenital adrenogenital syndrome with enzyme defect";"DE250"
"Congenital 21-hydroxylase deficiency";"DE250B"
"Congenital salt-losing adrenal hyperplasia";"DE250C"
"Congenital adrenal hyperplasia";"DE250D"
"Other form of adrenogenital syndrome";"DE258"
"Idiopathic adrenogenital syndrome";"DE258A"
"Adrenogenital syndrome UNS";"DE259"
"Hyperaldosteronism";"DE26"
"Primary hyperaldosteronism";"DE260"
"Primary hyperaldosteronism in bilateral adrenal hyperplasia";"DE260B"
"Secondary hyperaldosteronism";"DE261"
"Other form of hyperaldosteronism";"DE268"
"Bartter's syndrome";"DE268A"
"Hyperaldosteronism UNS";"DE269"
"Other adrenal diseases";"DE27"
"Other increased adrenal secretion";"DE270"
"Increased ACTH production without Cushing's disease";"DE270A"
"Premature adrenarche";"DE270B"
"Primary adrenal insufficiency";"DE271"
"Addison's disease";"DE271A"
"Autoimmune adrenalitis";"DE271B"
"Addison's crisis";"DE272"
"Drug-induced adrenal insufficiency";"DE273"
"Other and unspecified adrenal insufficiency";"DE274"
"Adrenal insufficiency UNS";"DE274A"
"Adrenal gland hemorrhage";"DE274B"
"Other adrenal insufficiency";"DE274C"
"Hypoaldosteronism";"DE274D"
"Adrenal infarction";"DE274E"
"Increased catecholamine secretion";"DE275"
"Other adrenal disease";"DE278"
"Abnormal cortisone-binding globulin";"DE278A"
"Adrenal gland disease UNS";"DE279"
"Disorder of ovarian function";"DE28"
"Increased estrogen levels";"DE280"
"Increased androgen levels";"DE281"
"Polycystic ovary syndrome (PCOS)";"DE282"
"Sclerocystic ovary syndrome";"DE282A"
"Polycystic ovaries without anovulation";"DE282C"
"Primary ovarian hypofunction";"DE283"
"Premature menopause UNS";"DE283A"
"Oestrogen resistance syndrome";"DE283B"
"Other ovarian function disorder";"DE288"
"Ovarian hyperfunction UNS";"DE288A"
"Disorder of ovarian function UNS";"DE289"
"Testicular dysfunction";"DE29"
"Testicular hyperfunction";"DE290"
"Testicular hypofunction";"DE291"
"Defective testicular androgen synthesis";"DE291A"
"5-alpha-reductase deficiency with male pseudohermaphroditism";"DE291B"
"Testicular hypogonadism UNS";"DE291C"
"Other testicular function disorder";"DE298"
"Testicular dysfunction UNS";"DE299"
"Hormonal disorders in puberty IKA";"DE30"
"Constitutionally delayed puberty";"DE300"
"Precocious puberty";"DE301"
"Other hormonal disorder of puberty";"DE308"
"Premature thelarche";"DE308A"
"Hormonal disorder in puberty UNS";"DE309"
"Multiple endocrine gland dysfunction";"DE31"
"Autoimmune polyglandular insufficiency";"DE310"
"Schmidt's syndrome";"DE310A"
"Polyglandular hyperfunction";"DE311"
"Other polyglandular dysfunction";"DE318"
"Polyglandular dysfunction UNS";"DE319"
"Diseases of the thymus";"DE32"
"Permanent thymic hyperplasia";"DE320"
"Abscess in thymus";"DE321"
"Other disease of thymus";"DE328"
"Disease of thymus UNS";"DE329"
"Diseases of other endocrine glands";"DE34"
"Carcinoid syndrome";"DE340"
"Other increased secretion of intestinal hormones";"DE341"
"Ectopic hormone secretion IKA";"DE342"
"Small height IKA";"DE343"
"Laron-type dwarfism";"DE343A"
"Constitutional dwarfism";"DE343B"
"Nanimus psychosocialis";"DE343C"
"Constitutional giant growth";"DE344"
"Androgen insensitivity syndrome";"DE345"
"Testicular feminization";"DE345A"
"Male pseudohermaphroditism due to androgen insensitivity";"DE345B"
